ocorrencia,problema,prob_id
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Reativação de Acessos                  Nome:   &n","Acessos Diversos",70
"
                Posse  - Acessos                  
                Matrícula / Nome: <s","Acessos Diversos",70
"
                Movimentação Interna                  
                Matrícula / Nome: </","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Alteração de Acessos                  Nome:   &nb","Acessos Diversos",70
"Alteração de Acessos                  Nome:   &nb","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Alteração de Acessos                  Nome:   &nb","Acessos Diversos",70
"Alteração de Acessos                  Nome:   &nb","Acessos Diversos",70
"Alteração de Acessos                  Nome:   &nb","Acessos Diversos",70
"Alteração de Acessos                  Nome:   &nb","Acessos Diversos",70
"Alteração de Acessos                  Nome:   &nb","Acessos Diversos",70
"Pedimos conceder cartão de acesso às dependências da Fundação Banco do Brasil ao consultor Walmir Eiras de Sá ( prédio e ao 5º, 9º e 10º andares)","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"APLICATIVO DEB35-9
Matr.: 4618800 ==> 14 ""De Título Razão"" e 22 ""Título Razão"";
Matr.: 8351366 ==> 11 ""Em Tela e Intranet"", 14 ""De Título Razão"" e 20 ""De Cliente da Própria Agência""; e
Matr.: 9213502 ==> 11 ""Em Tela e I","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"
                Posse  - Acessos                  
                Matrícula / Nome: <s","Acessos Diversos",70
"
                Movimentação Interna                  
                Matrícula / Nome: </","Acessos Diversos",70
"
                Movimentação Interna                  
                Matrícula / Nome: </","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"CONCEDER ACESSO À VIVIANE 9.563.059-7 NO APLICATIVO DEB 35-9, NAS SEGUINTES OPÇÕES: 11,14,15,20,22,23, E 30 A 33.","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"
                Movimentação Interna                  
                Matrícula / Nome: </","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Reativação de Acessos                  Nome:   &n","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Movimentação Interna                  
                Matrícula / Nome: </","Acessos Diversos",70
"
                Alteração de Acessos                  
                Nome: <span name","Acessos Diversos",70
"Alteração de Acessos                  Nome:   &nb","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Alteração de Acessos                  Nome:   &nb","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Alteração de Acessos                  
                Nome: <span name","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 9.342.850</","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"
                Posse  - Acessos                  
                Matrícula / Nome: <s","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Posse - Acessos                  Matrícula / Nome:  &n","Acessos Diversos",70
"Posse - Acessos                  Matrícula / Nome: 9.128.215-2</SP","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Alteração de Acessos                  Nome:   &nb","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Reativação de Acessos                  Nome:   &n","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Reativação de Acessos                  Nome:   &n","Acessos Diversos",70
"
                Posse  - Acessos                  
                Matrícula / Nome: <s","Acessos Diversos",70
"
                Movimentação Interna                  
                Matrícula / Nome: </","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Alteração de Acessos                  Nome:   &nb","Acessos Diversos",70
"Posse - Acessos                  Matrícula / Nome: 6.240.279</SPAN","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"
                Posse  - Acessos                  
                Matrícula / Nome: <s","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Falha no envio de mensagem utilizando o perfil SLR. Segue cópia da mensagem.
Falha na entrega aos seguintes destinatários ou listas de distrbuição:
Jeremias Araújo Alves da CostaVocê não tem permissão para enviar esta mensagem, pois","Acessos Diversos",70
"
                Posse  - Acessos                  
                Matrícula / Nome: <s","Acessos Diversos",70
"Reativação de Acessos                  Nome:   &n","Acessos Diversos",70
"
                Posse  - Acessos                  
                Matrícula / Nome: <s","Acessos Diversos",70
"
                Movimentação Interna                  
                Matrícula / Nome: </","Acessos Diversos",70
"
                Posse  - Acessos                  
                Matrícula / Nome: <s","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
,"Acessos Diversos",70
,"Acessos Diversos",70
"Alteração de Acessos                  Nome:   &nb","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Alteração de Acessos                  Nome:   &nb","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Reativação de Acessos                  Nome:   &n","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Reativação de Acessos                  Nome:   &n","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
,"Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Reativação de Acessos                  Nome: ANA CAROLINA BARCHESI</SPA","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"
                Movimentação Interna                  
                Matrícula / Nome: </","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"
                Reativação de Acessos                  
                Nome: <span nam","Acessos Diversos",70
"
                Reativação de Acessos                  
                Nome: <span nam","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"
                Reativação de Acessos                  
                Nome: <span nam","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Movimentação Interna                  Matrícula / Nome: 6.837.360-","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Alteração de Acessos                  
                Nome: <span name","Acessos Diversos",70
"Alteração de Acessos                  Nome:   &nb","Acessos Diversos",70
"Reativação de Acessos                  Nome: VILARA AGUIAR DOS REIS MAR","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Solicitamos liberar acesso ao SUPORTE para os funcionários contratados pela Máquina da Notícia, empresa ganhadora da licitação para prestação de serviços de assessoria de imprensa: Isabela Vargas, Larissa Leite e David Teles.  Obrigado, ","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"
                Reativação de Acessos                  
                Nome: <span nam","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Reativação de Acessos                  Nome: FLAVIA MACIEL / HILVAIR / ","Acessos Diversos",70
"                Acesso a Dependência em Dia Não Útil                  
                Matrícu","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Alteração de Acessos                  
                Nome: <span name","Acessos Diversos",70
"
                Posse  - Acessos                  
                Matrícula / Nome: <s","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"
                Reativação de Acessos                  
                Nome: <span nam","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Posse - Acessos                  Matrícula / Nome: 2.837.869-5</SP","Acessos Diversos",70
"Gentileza cadastrar/conceder acessos ao funcionário 2837869-5 ELISEU ANTONIO PINHEIRO ALEXANDRE.
Motivo: posse na FBB
Perfil: Assessor Júnior
Aplicativos: REDE, SAPIENS.
 
Hamilton Sousa Silva
Gerent","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Posse - Acessos                  Matrícula / Nome: 0.724.114-3</SP","Acessos Diversos",70
"Posse - Acessos                  Matrícula / Nome: 0.724.114-3</SP","Acessos Diversos",70
"
                Posse  - Acessos                  
                Matrícula / Nome: <s","Acessos Diversos",70
"
                Alteração de Acessos                  
                Nome: <span name","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso ao sistema bloqueado devido a erro na digitação da senha.","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Reativação de Acessos                  Nome: ANAPAULA.BARBOSA<BR","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"
                Posse  - Acessos                  
                Matrícula / Nome: <s","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Posse  - Acessos                  
                Matrícula / Nome: <s","Acessos Diversos",70
"
                Posse  - Acessos                  
                Matrícula / Nome: <s","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Alteração de Acessos                  Nome:   &nb","Acessos Diversos",70
"
                Reativação de Acessos                  
                Nome: <span nam","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Reativação de Acessos                  Nome: PAULO ROBERTO NEIL MAGALHA","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Posse  - Acessos                  
                Matrícula / Nome: <s","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"Acesso Sisbacen - nova senhaUsuário DFF8151970Dependencia : 7729CPF 004.314.708-98","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Reativação de Acessos                  
                Nome: <span nam","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Posse  - Acessos                  
                Matrícula / Nome: <s","Acessos Diversos",70
"Reativação de Acessos                  Nome: UBIRATAN PINHEIRO DE ASSIS","Acessos Diversos",70
"
                Posse  - Acessos                  
                Matrícula / Nome: <s","Acessos Diversos",70
"Movimentação Interna                  Matrícula / Nome: 3.800.853<","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Solicito inclusão de e-mail aline.ascencao@fbb.org.br no grupo de e-mail NMA2 devido mudança de equipe. Favor  retirar o mesmo do grupo de e-mail NMA1.
Obrigada!","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Posse - Acessos                  Matrícula / Nome: 8.528.531-5</SP","Acessos Diversos",70
"Criar novo email para a funcionária da gecom: laura.muradi@fbb.org.br e respectiva configuração de sua máquina","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Favor providenciar acesso a todos os funcionários da EDUCA a todas as contas dos programas:
inclusao.digital@fbb.org.br
aabb.comunidade@fbb.org","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Desligamento da FBB                  Matrícula / Nome: 3.797.376-2","Acessos Diversos",70
"Desligamento da FBB                  Matrícula / Nome: &nbs","Acessos Diversos",70
"Desligamento da FBB                  Matrícula / Nome: 1.313.211-0","Acessos Diversos",70
"Movimentação Interna                  Matrícula / Nome: 8.528.531-","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Posse - Acessos                  Matrícula / Nome: 6.838.564-1</SP","Acessos Diversos",70
"
                Reativação de Acessos                  
                Nome: <span nam","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"Solicito autorização para despachar pedidos de materiais do Setor  SECEX/NCI","Acessos Diversos",70
"Desligamento da FBB                  Matrícula / Nome: 4&nb","Acessos Diversos",70
"Desligamento da FBB                  Matrícula / Nome: 0.000.000-0","Acessos Diversos",70
"Desligamento da FBB                  Matrícula / Nome: 0.000.000-0","Acessos Diversos",70
"Desligamento da FBB                  Matrícula / Nome: 0.000.000-0","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Desligamento da FBB                  Matrícula / Nome: &nbs","Acessos Diversos",70
"Posse - Acessos                  Matrícula / Nome: 6.999.448</SPAN","Acessos Diversos",70
"Posse - Acessos                  Matrícula / Nome:  &n","Acessos Diversos",70
"Posse - Acessos                  Matrícula / Nome: 0.723.187-3</SP","Acessos Diversos",70
"Desligamento da FBB                  Matrícula / Nome: 1.111.111-1","Acessos Diversos",70
"
                Reativação de Acessos                  
                Nome: <span nam","Acessos Diversos",70
"Posse - Acessos                  Matrícula / Nome: 2.304.139-0</SP","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Desligamento da FBB                  
                Matrícula / Nome: </b","Acessos Diversos",70
"Reativação de Acessos                  Nome: MANOEL MÁRIO P SILVA</SPAN","Acessos Diversos",70
"Posse - Acessos                  Matrícula / Nome: 0.723.187-3</SP","Acessos Diversos",70
"Prezada Estrela, 
Pedimos a gentileza de conceder acesso ao Funcionário, 0.598.779-2 - Alvaro Campelo Macedo. Aplicativo CORREIO, 01 - 04 - 01.
Grato.","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Desligamento da FBB                  Matrícula / Nome: 1.111.11111","Acessos Diversos",70
